CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,LATITUDE,LONGITUDE,LAT_LON,PATROL_BORO,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,:@COMPUTED_REGION_EFSH_H5XI,:@COMPUTED_REGION_F5DN_YRER,:@COMPUTED_REGION_YEJI_BK3Q,:@COMPUTED_REGION_92FQ_4B7Q,:@COMPUTED_REGION_SBQJ_ENIH,CMPLNT_TO_DT,CMPLNT_TO_TM,PARKS_NM,TRANSIT_DISTRICT,STATION_NAME,Year
197086056,2017-09-13,20:33:00,40,2017-09-13,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,4752,1007174,235889,18-24,BLACK,M,40.814115058,-73.917185361,"{'latitude': '40.814115058', 'longitude': '-73.917185361'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,E,10933,49,5,35,23,2017-09-13,21:58:00,,,,2017.0
859602255,2015-11-30,09:15:00,70,2017-11-30,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,994524,175698,45-64,BLACK,F,40.648929328,-73.962977108,"{'latitude': '40.648929328', 'longitude': '-73.962977108'}",PATROL BORO BKLYN SOUTH,18-24,BLACK,F,13510,60,2,11,43,2017-11-30,09:20:00,,,,2017.0
722880237,2017-06-06,14:00:00,94,2017-06-14,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1000734,203315,45-64,WHITE,M,40.724722277,-73.940530622,"{'latitude': '40.724722277', 'longitude': '-73.940530622'}",PATROL BORO BKLYN NORTH,45-64,UNKNOWN,M,18182,36,2,38,57,2017-06-12,13:50:00,,,,2017.0
475311495,2017-05-21,05:25:00,114,2017-05-21,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,,NA,1003284,218229,18-24,WHITE HISPANIC,F,40.765652347,-73.931288555,"{'latitude': '40.765652347', 'longitude': '-73.931288555'}",PATROL BORO QUEENS NORTH,25-44,WHITE,F,16863,39,3,4,72,2017-05-21,05:40:00,,,,2017.0
499369716,2017-11-05,01:20:00,48,2017-11-05,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,NA,1014544,249420,25-44,WHITE HISPANIC,M,40.85123154,-73.890499146,"{'latitude': '40.85123154', 'longitude': '-73.890499146'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,E,10935,35,5,22,31,2017-11-05,01:23:00,,,,2017.0
194649870,2017-07-12,00:20:00,72,2017-07-12,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,NA,980375,171773,25-44,ASIAN / PACIFIC ISLANDER,M,40.638161155,-74.013963496,"{'latitude': '40.638161155', 'longitude': '-74.013963496'}",PATROL BORO BKLYN SOUTH,18-24,ASIAN / PACIFIC ISLANDER,F,18180,9,2,7,45,2017-07-12,00:36:00,,,,2017.0
794758338,2017-10-02,20:00:00,43,2017-10-03,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,1023144,242930,UNKNOWN,UNKNOWN,U,40.833384712,-73.859450814,"{'latitude': '40.833384712', 'longitude': '-73.859450814'}",PATROL BORO BRONX,45-64,ASIAN / PACIFIC ISLANDER,M,11271,58,5,31,26,2017-10-03,06:00:00,,,,2017.0
787585968,2017-02-11,21:45:00,106,2017-02-12,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,,NA,1033812,185790,UNKNOWN,UNKNOWN,U,40.676496862,-73.821321303,"{'latitude': '40.676496862', 'longitude': '-73.821321303'}",PATROL BORO QUEENS SOUTH,25-44,ASIAN / PACIFIC ISLANDER,F,24016,62,3,46,64,2017-02-12,04:00:00,,,,2017.0
454708224,2017-11-22,20:30:00,122,2017-11-23,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0,,NA,953546,148515,,,,40.574270365,-74.110525554,"{'latitude': '40.574270365', 'longitude': '-74.110525554'}",PATROL BORO STATEN ISLAND,65+,WHITE,M,10693,30,1,14,76,2017-11-23,07:00:00,,,,2017.0
385372379,2017-01-21,23:00:00,49,2017-01-24,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,,NA,1026429,247622,,,,40.846247791,-73.847550376,"{'latitude': '40.846247791', 'longitude': '-73.847550376'}",PATROL BORO BRONX,25-44,BLACK,M,11270,59,5,12,32,2017-01-24,06:30:00,,,,2017.0
690226468,2017-02-20,17:20:00,30,2017-02-20,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,997308,239826,25-44,BLACK,M,40.824941106,-73.952819968,"{'latitude': '40.824941106', 'longitude': '-73.952819968'}",PATROL BORO MAN NORTH,25-44,BLACK HISPANIC,M,12428,37,4,23,19,2017-02-20,17:25:00,,,,2017.0
333134866,2017-06-08,11:00:00,83,2017-06-12,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1007103,189971,,,,40.688081995,-73.9175979,"{'latitude': '40.688081995', 'longitude': '-73.9175979'}",PATROL BORO BKLYN NORTH,25-44,BLACK,F,18181,42,2,30,53,2017-06-08,11:30:00,,,,2017.0
286063156,2017-05-14,08:29:00,6,2017-05-14,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,,DRUG STORE,N.Y. POLICE DEPT,0,,NA,983859,205623,25-44,BLACK HISPANIC,M,40.731072523,-74.001412228,"{'latitude': '40.731072523', 'longitude': '-74.001412228'}",PATROL BORO MAN SOUTH,UNKNOWN,UNKNOWN,D,12077,57,4,10,3,2017-05-14,08:50:00,,,,2017.0
737963420,2017-05-03,00:25:00,40,2017-05-03,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,NA,1006616,235902,45-64,WHITE,M,40.81415217,-73.919201168,"{'latitude': '40.81415217', 'longitude': '-73.919201168'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,E,10933,49,5,35,23,2017-05-03,00:30:00,,,,2017.0
526709162,2017-05-07,20:25:00,75,2017-05-07,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1016030,184650,25-44,WHITE HISPANIC,M,40.673449516,-73.88543397,"{'latitude': '40.673449516', 'longitude': '-73.88543397'}",PATROL BORO BKLYN NORTH,25-44,UNKNOWN,F,17214,45,2,37,47,2017-05-07,20:30:00,,,,2017.0
674235624,2017-09-19,20:10:00,115,2017-09-19,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,,NA,1019023,217772,18-24,BLACK,U,40.764350106,-73.874473061,"{'latitude': '40.764350106', 'longitude': '-73.874473061'}",PATROL BORO QUEENS NORTH,25-44,AMERICAN INDIAN/ALASKAN NATIVE,M,14511,65,3,21,73,2017-09-19,20:15:00,,,,2017.0
326158668,2017-10-04,14:25:00,45,2017-10-04,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,NA,1033597,255731,<18,BLACK,F,40.868467378,-73.821582846,"{'latitude': '40.868467378', 'longitude': '-73.821582846'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,D,12344,43,5,2,28,2017-10-04,14:45:00,,,,2017.0
156166038,2017-11-07,21:18:00,10,2017-11-08,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,553,984134,212015,25-44,BLACK,M,40.748616987,-74.000420103,"{'latitude': '40.748616987', 'longitude': '-74.000420103'}",PATROL BORO MAN SOUTH,25-44,BLACK,F,11722,12,4,10,6,2017-11-07,22:28:00,,,,2017.0
459621379,2017-08-19,16:00:00,122,2017-08-19,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,NA,944200,141120,18-24,WHITE,M,40.55393525,-74.144124172,"{'latitude': '40.55393525', 'longitude': '-74.144124172'}",PATROL BORO STATEN ISLAND,UNKNOWN,UNKNOWN,D,10695,15,1,9,76,2017-08-19,16:05:00,,,,2017.0
706001318,2017-01-27,12:00:00,76,2017-01-27,107,BURGLARY,211,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,NA,987292,186925,UNKNOWN,BLACK,M,40.679750396,-73.989033946,"{'latitude': '40.679750396', 'longitude': '-73.989033946'}",PATROL BORO BKLYN SOUTH,45-64,BLACK,M,13514,14,2,27,48,2017-01-27,12:05:00,,,,2017.0
268244323,2017-09-15,15:00:00,101,2017-09-17,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1054076,157437,25-44,BLACK HISPANIC,F,40.598537593,-73.748559596,"{'latitude': '40.598537593', 'longitude': '-73.748559596'}",PATROL BORO QUEENS SOUTH,45-64,WHITE,F,20529,51,3,47,59,2017-09-15,15:00:00,,,,2017.0
416167662,2017-08-15,00:30:00,94,2017-08-15,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,,NA,997995,201726,,,,40.720365536,-73.950415604,"{'latitude': '40.720365536', 'longitude': '-73.950415604'}",PATROL BORO BKLYN NORTH,25-44,WHITE,M,18182,36,2,38,57,2017-08-15,08:00:00,,,,2017.0
969891665,2017-08-30,15:40:00,84,2017-08-30,117,DANGEROUS DRUGS,524,"CONTROLLED SUBSTANCE,POSSESS.-",COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,DEPT OF CORRECTIONS,72,,NA,1016268,227533,18-24,BLACK,M,40.791151867,-73.884371919,"{'latitude': '40.791151867', 'longitude': '-73.884371919'}",PATROL BORO BKLYN NORTH,UNKNOWN,UNKNOWN,E,14781,39,5,4,72,2017-08-30,15:40:00,,,,2017.0
125501694,2017-06-03,16:20:00,107,2017-06-03,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1037713,208286,45-64,WHITE,M,40.738220227,-73.807078909,"{'latitude': '40.738220227', 'longitude': '-73.807078909'}",PATROL BORO QUEENS SOUTH,25-44,WHITE,F,14507,25,3,24,65,2017-06-03,16:50:00,,,,2017.0
286193407,2017-09-04,22:45:00,45,2017-09-06,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,,NA,1030198,250627,UNKNOWN,UNKNOWN,U,40.854476806,-73.833907203,"{'latitude': '40.854476806', 'longitude': '-73.833907203'}",PATROL BORO BRONX,25-44,WHITE HISPANIC,M,11270,43,5,12,28,2017-09-05,07:00:00,,,,2017.0
182400674,2017-05-16,09:00:00,49,2017-12-08,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,NA,1026158,246462,25-44,BLACK HISPANIC,M,40.843065226,-73.848537121,"{'latitude': '40.843065226', 'longitude': '-73.848537121'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,D,11270,59,5,12,32,2017-05-16,15:00:00,,,,2017.0
266089873,2017-04-12,08:30:00,46,2017-04-12,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,1007243,248348,,,,40.848311248,-73.916893388,"{'latitude': '40.848311248', 'longitude': '-73.916893388'}",PATROL BORO BRONX,45-64,WHITE HISPANIC,F,10931,6,5,29,29,2017-04-15,08:45:00,,,,2017.0
482005475,2017-02-25,13:00:00,7,2017-04-06,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,,NA,987011,199766,UNKNOWN,UNKNOWN,M,40.714996051,-73.99004179,"{'latitude': '40.714996051', 'longitude': '-73.99004179'}",PATROL BORO MAN SOUTH,<18,ASIAN / PACIFIC ISLANDER,M,11723,70,4,32,4,2017-02-25,15:00:00,,,,2017.0
100101871,2017-12-26,00:00:00,62,2017-12-26,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,985686,163849,18-24,BLACK,M,40.61641217,-73.994829059,"{'latitude': '40.61641217', 'longitude': '-73.994829059'}",PATROL BORO BKLYN SOUTH,65+,ASIAN / PACIFIC ISLANDER,M,16867,1,2,44,37,2017-12-26,00:05:00,,,,2017.0
990142385,2017-09-23,10:30:00,25,2017-09-24,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,CHURCH,N.Y. POLICE DEPT,0,,NA,1001168,229824,45-64,WHITE HISPANIC,M,40.797481848,-73.938898134,"{'latitude': '40.797481848', 'longitude': '-73.938898134'}",PATROL BORO MAN NORTH,45-64,WHITE HISPANIC,F,12426,7,4,35,16,2017-09-23,10:40:00,,,,2017.0
782811574,2017-05-28,20:55:00,60,2017-05-28,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,993417,149560,UNKNOWN,UNKNOWN,U,40.577187119,-73.967001876,"{'latitude': '40.577187119', 'longitude': '-73.967001876'}",PATROL BORO BKLYN SOUTH,25-44,WHITE HISPANIC,M,13826,21,2,15,35,2017-05-28,21:00:00,,,,2017.0
219350823,2017-04-21,17:30:00,13,2017-04-21,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,988972,207813,<18,WHITE HISPANIC,U,40.737082284,-73.9829623,"{'latitude': '40.737082284', 'longitude': '-73.9829623'}",PATROL BORO MAN SOUTH,18-24,WHITE HISPANIC,M,12073,71,4,50,7,2017-04-21,17:33:00,,,,2017.0
692437352,2017-06-21,17:20:00,109,2017-06-21,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,,NA,1030234,215251,45-64,ASIAN / PACIFIC ISLANDER,M,40.757379417,-73.834019371,"{'latitude': '40.757379417', 'longitude': '-73.834019371'}",PATROL BORO QUEENS NORTH,<18,ASIAN / PACIFIC ISLANDER,M,13832,22,3,3,67,2017-06-21,17:30:00,,,,2017.0
971223016,2017-11-11,19:50:00,26,2017-11-11,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,MANHATTANVILLE,730,997129,237012,25-44,BLACK,M,40.817217733,-73.953472135,"{'latitude': '40.817217733', 'longitude': '-73.953472135'}",PATROL BORO MAN NORTH,UNKNOWN,UNKNOWN,E,12424,37,4,23,17,2017-11-11,20:06:00,,,,2017.0
241534277,2017-12-27,23:00:00,101,2017-12-28,104,RAPE,157,RAPE 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1053678,159044,<18,BLACK,M,40.602951591,-73.749976261,"{'latitude': '40.602951591', 'longitude': '-73.749976261'}",PATROL BORO QUEENS SOUTH,<18,BLACK,F,20529,51,3,47,59,2017-12-28,00:30:00,,,,2017.0
918671039,2017-11-01,10:25:00,70,2017-11-20,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,995294,176595,UNKNOWN,BLACK,M,40.651390471,-73.960200798,"{'latitude': '40.651390471', 'longitude': '-73.960200798'}",PATROL BORO BKLYN SOUTH,45-64,BLACK,F,13510,60,2,11,43,2017-11-01,10:30:00,,,,2017.0
153289362,2017-02-17,05:00:00,105,2017-02-17,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1056468,200070,65+,BLACK,F,40.715536145,-73.739489551,"{'latitude': '40.715536145', 'longitude': '-73.739489551'}",PATROL BORO QUEENS SOUTH,65+,BLACK,F,24338,63,3,6,63,2017-02-17,05:30:00,,,,2017.0
436304991,2017-09-21,12:45:00,13,2017-09-21,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,990119,209875,,,,40.742741276,-73.978821598,"{'latitude': '40.742741276', 'longitude': '-73.978821598'}",PATROL BORO MAN SOUTH,25-44,ASIAN / PACIFIC ISLANDER,F,12078,71,4,50,9,2017-09-21,12:55:00,,,,2017.0
630966426,2017-01-08,03:35:00,44,2017-01-08,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,REAR OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1007509,244581,UNKNOWN,BLACK HISPANIC,M,40.837971242,-73.915944998,"{'latitude': '40.837971242', 'longitude': '-73.915944998'}",PATROL BORO BRONX,45-64,WHITE HISPANIC,M,10930,50,5,42,27,2017-01-08,03:41:00,,,,2017.0
981231328,2017-10-03,08:30:00,1,2017-10-03,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,NA,981044,195940,UNKNOWN,WHITE,M,40.704494435,-74.011564514,"{'latitude': '40.704494435', 'longitude': '-74.011564514'}",PATROL BORO MAN SOUTH,UNKNOWN,UNKNOWN,D,11725,56,4,32,1,2017-10-03,08:40:00,,,,2017.0
614691170,2017-12-26,07:00:00,17,2017-12-26,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,OTHER,N.Y. POLICE DEPT,0,,NA,993040,215158,45-64,BLACK,M,40.757239359,-73.968273488,"{'latitude': '40.757239359', 'longitude': '-73.968273488'}",PATROL BORO MAN SOUTH,45-64,WHITE,M,12419,71,4,51,9,2017-12-26,07:05:00,,,,2017.0
