CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,LATITUDE,LONGITUDE,LAT_LON,PATROL_BORO,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,:@COMPUTED_REGION_EFSH_H5XI,:@COMPUTED_REGION_F5DN_YRER,:@COMPUTED_REGION_YEJI_BK3Q,:@COMPUTED_REGION_92FQ_4B7Q,:@COMPUTED_REGION_SBQJ_ENIH,CMPLNT_TO_DT,CMPLNT_TO_TM,PARKS_NM,TRANSIT_DISTRICT,STATION_NAME,Year
511435509,2015-05-11,07:15:00,114,2015-05-11,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1005088,219887,,UNKNOWN,U,40.770199058,-73.924770963,"{'latitude': '40.770199058', 'longitude': '-73.924770963'}",PATROL BORO QUEENS NORTH,25-44,ASIAN / PACIFIC ISLANDER,F,16859,39,3,4,72,2015-05-11,15:30:00,,,,2015.0
824240368,2015-10-15,21:10:00,60,2015-10-15,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,,NA,989767,148964,UNKNOWN,UNKNOWN,M,40.575554238,-73.980141709,"{'latitude': '40.575554238', 'longitude': '-73.980141709'}",PATROL BORO BKLYN SOUTH,UNKNOWN,UNKNOWN,D,18184,21,2,45,35,2015-10-15,21:15:00,,,,2015.0
155046732,2015-09-03,23:15:00,68,2015-09-04,117,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,NA,978035,166215,18-24,BLACK,M,40.622904284,-74.022389655,"{'latitude': '40.622904284', 'longitude': '-74.022389655'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,E,17216,10,2,44,41,2015-09-03,23:26:00,,,,2015.0
201514774,2015-09-05,22:45:00,47,2015-09-06,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1028591,264410,,BLACK,M,40.892315066,-73.839625007,"{'latitude': '40.892315066', 'longitude': '-73.839625007'}",PATROL BORO BRONX,25-44,BLACK,F,11275,29,5,2,30,2015-09-05,23:00:00,,,,2015.0
625424438,2015-08-04,12:00:00,5,2015-08-06,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,986645,201033,,,,40.718473769,-73.991361598,"{'latitude': '40.718473769', 'longitude': '-73.991361598'}",PATROL BORO MAN SOUTH,25-44,ASIAN / PACIFIC ISLANDER,M,11723,70,4,32,2,2015-08-06,21:15:00,,,,2015.0
492400619,2015-11-08,00:20:00,81,2015-11-08,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1001205,191692,18-24,WHITE HISPANIC,F,40.692819005,-73.938860621,"{'latitude': '40.692819005', 'longitude': '-73.938860621'}",PATROL BORO BKLYN NORTH,18-24,WHITE HISPANIC,M,18181,69,2,49,52,2015-11-08,00:34:00,,,,2015.0
142203549,2015-11-19,19:00:00,72,2015-11-19,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,NA,980375,171773,,,,40.638161155,-74.013963496,"{'latitude': '40.638161155', 'longitude': '-74.013963496'}",PATROL BORO BKLYN SOUTH,65+,WHITE,F,18180,9,2,7,45,2015-11-19,19:02:00,,,,2015.0
726187000,2015-05-08,12:00:00,47,2015-05-08,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1026375,265230,,,,40.89457656,-73.847634856,"{'latitude': '40.89457656', 'longitude': '-73.847634856'}",PATROL BORO BRONX,45-64,BLACK,M,11275,29,5,2,30,2015-05-08,19:30:00,,,,2015.0
510728945,2015-10-07,10:30:00,52,2015-10-07,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,NA,1014480,253412,<18,BLACK HISPANIC,M,40.862188599,-73.890712482,"{'latitude': '40.862188599', 'longitude': '-73.890712482'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,D,10936,24,5,22,34,2015-10-07,11:03:00,,,,2015.0
590340595,2015-12-17,13:45:00,14,2015-12-17,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,,NA,987705,212566,,,,40.75012867,-73.987531779,"{'latitude': '40.75012867', 'longitude': '-73.987531779'}",PATROL BORO MAN SOUTH,UNKNOWN,UNKNOWN,D,11722,11,4,51,8,2015-12-17,13:55:00,,,,2015.0
590109200,2015-05-31,02:25:00,122,2015-05-31,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0,,NA,962652,160130,25-44,BLACK HISPANIC,M,40.606178071,-74.077784153,"{'latitude': '40.606178071', 'longitude': '-74.077784153'}",PATROL BORO STATEN ISLAND,,UNKNOWN,E,10692,4,1,13,74,2015-05-31,02:46:00,,,,2015.0
985878560,2015-12-14,13:00:00,72,2015-12-14,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,979515,171943,,,,40.638627351,-74.01706229,"{'latitude': '40.638627351', 'longitude': '-74.01706229'}",PATROL BORO BKLYN SOUTH,25-44,WHITE HISPANIC,F,18180,9,2,7,45,2015-12-14,17:30:00,,,,2015.0
206534996,2015-02-01,23:00:00,40,2015-02-01,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,811,1007373,232752,25-44,BLACK HISPANIC,M,40.805504347,-73.916477252,"{'latitude': '40.805504347', 'longitude': '-73.916477252'}",PATROL BORO BRONX,25-44,WHITE HISPANIC,F,10932,49,5,35,23,2015-02-01,23:40:00,,,,2015.0
315559095,2015-07-22,23:00:00,109,2015-07-23,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,REAR OF,BANK,N.Y. POLICE DEPT,0,,NA,1032437,211635,,UNKNOWN,U,40.747442699,-73.826093439,"{'latitude': '40.747442699', 'longitude': '-73.826093439'}",PATROL BORO QUEENS NORTH,25-44,ASIAN / PACIFIC ISLANDER,M,14190,22,3,3,67,2015-07-22,23:05:00,,,,2015.0
252754412,2015-07-30,23:00:00,18,2015-07-31,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,FAST FOOD,N.Y. POLICE DEPT,0,,NA,988451,215760,,UNKNOWN,U,40.758895066,-73.984837345,"{'latitude': '40.758895066', 'longitude': '-73.984837345'}",PATROL BORO MAN SOUTH,18-24,BLACK,F,13094,11,4,51,10,2015-07-31,03:00:00,,,,2015.0
192075055,2015-01-05,02:00:00,79,2015-01-05,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,NA,996762,191795,,,,40.693109113,-73.954882171,"{'latitude': '40.693109113', 'longitude': '-73.954882171'}",PATROL BORO BKLYN NORTH,25-44,WHITE,M,17212,69,2,38,51,2015-01-05,08:00:00,,,,2015.0
326214735,2015-11-27,13:30:00,63,2015-11-28,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1007670,167677,UNKNOWN,UNKNOWN,U,40.626888394,-73.915630831,"{'latitude': '40.626888394', 'longitude': '-73.915630831'}",PATROL BORO BKLYN SOUTH,45-64,WHITE,F,13825,5,2,8,38,2015-11-27,13:35:00,,,,2015.0
892535899,2015-04-17,07:00:00,63,2015-04-18,107,BURGLARY,224,"BURGLARY,RESIDENCE,UNKNOWN TIM",COMPLETED,FELONY,BROOKLYN,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1001768,169209,,,,40.631107047,-73.936888816,"{'latitude': '40.631107047', 'longitude': '-73.936888816'}",PATROL BORO BKLYN SOUTH,65+,BLACK,M,17217,5,2,26,38,2015-04-18,00:00:00,,,,2015.0
825201203,2015-08-01,05:15:00,44,2015-08-01,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,TAXI (LIVERY LICENSED),N.Y. POLICE DEPT,0,,NA,1008208,242974,,UNKNOWN,U,40.833558624,-73.9134246,"{'latitude': '40.833558624', 'longitude': '-73.9134246'}",PATROL BORO BRONX,18-24,BLACK HISPANIC,M,10934,50,5,42,27,2015-08-01,05:30:00,,,,2015.0
525166382,2015-01-30,15:00:00,67,2015-01-30,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,NA,1003841,180001,,UNKNOWN,U,40.660724412,-73.92938902,"{'latitude': '40.660724412', 'longitude': '-73.92938902'}",PATROL BORO BKLYN SOUTH,18-24,UNKNOWN,M,16866,61,2,17,40,2015-01-30,15:10:00,,,,2015.0
904636027,2015-08-28,09:00:00,88,2015-10-08,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,994469,188005,,,,40.682709376,-73.96315666,"{'latitude': '40.682709376', 'longitude': '-73.96315666'}",PATROL BORO BKLYN NORTH,25-44,WHITE,F,13829,68,2,48,55,2015-10-05,10:00:00,,,,2015.0
673967404,2015-07-25,19:30:00,52,2015-07-25,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,REAR OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1010327,253958,18-24,WHITE HISPANIC,M,40.863700447,-73.905724473,"{'latitude': '40.863700447', 'longitude': '-73.905724473'}",PATROL BORO BRONX,,UNKNOWN,E,11606,24,5,29,34,2015-07-25,19:34:00,,,,2015.0
158111042,2015-12-21,19:20:00,113,2015-12-21,105,ROBBERY,392,"ROBBERY,UNLICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,1043166,185802,UNKNOWN,BLACK,U,40.676472488,-73.787598426,"{'latitude': '40.676472488', 'longitude': '-73.787598426'}",PATROL BORO QUEENS SOUTH,45-64,BLACK,M,24669,41,3,46,71,2015-12-21,19:23:00,,,,2015.0
110905779,2015-05-04,22:05:00,67,2015-05-04,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,1003257,177086,25-44,WHITE HISPANIC,M,40.652724649,-73.931502163,"{'latitude': '40.652724649', 'longitude': '-73.931502163'}",PATROL BORO BKLYN SOUTH,25-44,BLACK HISPANIC,F,16866,61,2,17,40,2015-05-04,22:15:00,,,,2015.0
822934761,2015-11-21,17:10:00,52,2015-11-21,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,1010913,254387,18-24,WHITE HISPANIC,M,40.864876172,-73.903604184,"{'latitude': '40.864876172', 'longitude': '-73.903604184'}",PATROL BORO BRONX,18-24,WHITE HISPANIC,F,11606,24,5,29,34,2015-11-21,17:15:00,,,,2015.0
270555475,2015-12-29,23:00:00,48,2015-12-30,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,NA,1014260,251198,,,,40.856112588,-73.891517748,"{'latitude': '40.856112588', 'longitude': '-73.891517748'}",PATROL BORO BRONX,UNKNOWN,UNKNOWN,D,10936,35,5,22,31,2015-12-30,11:30:00,,,,2015.0
192462407,2015-08-10,16:50:00,88,2015-08-10,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,0,,NA,994989,189930,45-64,BLACK,M,40.687992446,-73.961278722,"{'latitude': '40.687992446', 'longitude': '-73.961278722'}",PATROL BORO BKLYN NORTH,,UNKNOWN,E,13829,68,2,48,55,2015-08-10,17:00:00,,,,2015.0
556231495,2015-02-07,20:00:00,49,2015-02-07,348,VEHICLE AND TRAFFIC LAWS,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,NA,1026794,246985,25-44,BLACK,M,40.844497664,-73.84623517,"{'latitude': '40.844497664', 'longitude': '-73.84623517'}",PATROL BORO BRONX,,UNKNOWN,E,11270,59,5,12,32,2015-02-07,20:10:00,,,,2015.0
658278689,2015-09-27,07:20:00,50,2015-09-28,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,BRONX,INSIDE,BEAUTY & NAIL SALON,N.Y. POLICE DEPT,0,,NA,1010193,259758,UNKNOWN,WHITE,M,40.879620059,-73.906186471,"{'latitude': '40.879620059', 'longitude': '-73.906186471'}",PATROL BORO BRONX,UNKNOWN,WHITE HISPANIC,M,11272,48,5,40,33,2015-09-27,07:30:00,,,,2015.0
214976462,2015-11-02,08:45:00,9,2015-11-02,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,985839,203943,25-44,BLACK,F,40.726461198,-73.994268518,"{'latitude': '40.726461198', 'longitude': '-73.994268518'}",PATROL BORO MAN SOUTH,25-44,BLACK,F,12075,57,4,32,5,2015-11-02,09:00:00,,,,2015.0
368030477,2015-07-22,16:00:00,34,2015-07-22,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,1003912,249274,,BLACK,M,40.850860889,-73.928930547,"{'latitude': '40.850860889', 'longitude': '-73.928930547'}",PATROL BORO MAN NORTH,25-44,WHITE,M,13091,47,4,39,22,2015-07-22,16:20:00,,,,2015.0
429186172,2015-05-23,21:00:00,121,2015-05-23,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,NA,937766,171226,25-44,BLACK,M,40.636538626,-74.167484465,"{'latitude': '40.636538626', 'longitude': '-74.167484465'}",PATROL BORO STATEN ISLAND,<18,BLACK,F,10371,4,1,13,75,2015-05-23,21:10:00,,,,2015.0
924045881,2015-09-28,11:16:00,71,2015-09-28,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",ATTEMPTED,MISDEMEANOR,BROOKLYN,INSIDE,HOSPITAL,HEALTH & HOSP CORP,14,,NA,999171,178774,25-44,BLACK,F,40.657365668,-73.94622395,"{'latitude': '40.657365668', 'longitude': '-73.94622395'}",PATROL BORO BKLYN SOUTH,UNKNOWN,UNKNOWN,E,16866,17,2,11,44,2015-09-28,17:45:00,,,,2015.0
740033513,2015-08-14,20:20:00,78,2015-08-14,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,NA,987308,182627,25-44,WHITE,M,40.667953344,-73.98897821,"{'latitude': '40.667953344', 'longitude': '-73.98897821'}",PATROL BORO BKLYN SOUTH,25-44,WHITE,F,17617,14,2,27,50,2015-08-14,20:30:00,,,,2015.0
843390664,2015-06-23,18:00:00,71,2015-06-23,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,0,,NA,1001421,178336,,BLACK,M,40.656159376,-73.938115734,"{'latitude': '40.656159376', 'longitude': '-73.938115734'}",PATROL BORO BKLYN SOUTH,45-64,BLACK,M,16866,17,2,17,44,2015-06-23,18:05:00,,,,2015.0
769896927,2015-02-28,22:30:00,40,2015-03-01,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,1004390,233361,,,,40.807183186,-73.927250522,"{'latitude': '40.807183186', 'longitude': '-73.927250522'}",PATROL BORO BRONX,25-44,WHITE,M,10932,49,5,35,23,2015-03-01,10:30:00,,,,2015.0
340841995,2015-04-16,20:30:00,70,2015-04-16,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,NA,999240,169262,25-44,BLACK HISPANIC,M,40.63125716,-73.945996398,"{'latitude': '40.63125716', 'longitude': '-73.945996398'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,D,17217,60,2,26,43,2015-04-16,22:01:00,,,,2015.0
787615782,2015-05-31,08:00:00,108,2015-06-02,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,,NA,996793,210001,,UNKNOWN,U,40.743080168,-73.954736461,"{'latitude': '40.743080168', 'longitude': '-73.954736461'}",PATROL BORO QUEENS NORTH,25-44,WHITE,F,16858,53,3,33,66,2015-05-31,08:05:00,,,,2015.0
961188601,2015-05-20,17:40:00,62,2015-05-20,117,DANGEROUS DRUGS,570,"MARIJUANA, SALE 1, 2 & 3",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,991684,158964,18-24,WHITE HISPANIC,M,40.603000844,-73.973230022,"{'latitude': '40.603000844', 'longitude': '-73.973230022'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,E,18183,1,2,18,37,2015-05-20,17:43:00,,,,2015.0
242627391,2015-09-30,14:05:00,121,2015-09-30,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0,,NA,939697,167579,18-24,BLACK,M,40.626538321,-74.160502963,"{'latitude': '40.626538321', 'longitude': '-74.160502963'}",PATROL BORO STATEN ISLAND,UNKNOWN,UNKNOWN,D,10371,4,1,13,75,2015-09-30,14:12:00,,,,2015.0
869918417,2015-07-23,11:50:00,78,2015-07-23,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,NA,991221,188242,45-64,BLACK,M,40.68336304,-73.974867134,"{'latitude': '40.68336304', 'longitude': '-73.974867134'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,D,17619,68,2,48,50,2015-07-23,12:02:00,,,,2015.0
315247299,2015-04-07,11:50:00,52,2015-04-07,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,NA,1010326,254549,,UNKNOWN,U,40.865322566,-73.905725789,"{'latitude': '40.865322566', 'longitude': '-73.905725789'}",PATROL BORO BRONX,,UNKNOWN,F,11606,24,5,29,34,2015-04-07,12:20:00,,,,2015.0
